sample,spec,split_rule,universe,forward_horizon,contrast,value,min_state_n
OOS,MAIN_F20_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,5,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.011822439059332689,24
OOS,MAIN_F20_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,5,INTERACTION_DID,0.0013657537749166343,24
OOS,MAIN_F20_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,20,A_MINUS_D,0.007431482277792925,24
OOS,MAIN_F20_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,20,C_MINUS_B,0.02309060386754254,24
OOS,MAIN_F20_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,20,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.011550864919815254,24
OOS,MAIN_F20_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,20,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.01897122122552021,24
OOS,MAIN_F20_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,20,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-0.011539738947727285,24
OOS,MAIN_F20_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,20,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.004119382642022329,24
OOS,MAIN_F20_L5_20,MEDIAN,KOSDAQ_PLUS_KOSPI_EX_K200,20,INTERACTION_DID,-0.007420356305704956,24
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_ALL,1,A_MINUS_D,0.0016727306940783025,28
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_ALL,1,C_MINUS_B,-0.00652277557988284,28
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_ALL,1,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.00011055049118911114,28
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_ALL,1,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,-0.004960595376993649,28
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_ALL,1,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.006633326071071951,28
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_ALL,1,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,0.0015621802028891914,28
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_ALL,1,INTERACTION_DID,0.00507114586818276,28
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_ALL,5,A_MINUS_D,0.014617810240255604,27
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_ALL,5,C_MINUS_B,0.003967237181027978,27
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_ALL,5,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.02291397581459185,27
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_ALL,5,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,-0.004328928393308268,27
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_ALL,5,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.018946738633563873,27
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_ALL,5,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.008296165574336246,27
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_ALL,5,INTERACTION_DID,0.027242904207900116,27
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_ALL,20,A_MINUS_D,0.05449527448711879,27
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_ALL,20,C_MINUS_B,-0.006378603739602235,27
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_ALL,20,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.04952619187323669,27
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_ALL,20,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,-0.0014095211257201309,27
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_ALL,20,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.055904795612838926,27
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_ALL,20,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,0.0049690826138821045,27
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_ALL,20,INTERACTION_DID,0.05093571299895682,27
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_EX_K200,1,A_MINUS_D,-0.0004562702018808014,25
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_EX_K200,1,C_MINUS_B,-0.0019545146839317334,25
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_EX_K200,1,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,-0.0020331823893725244,25
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_EX_K200,1,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,-0.0003776024964400104,25
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_EX_K200,1,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-7.8667705440791e-05,25
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_EX_K200,1,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,0.001576912187491723,25
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_EX_K200,1,INTERACTION_DID,-0.0016555798929325139,25
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_EX_K200,5,A_MINUS_D,0.0020461550707978854,25
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_EX_K200,5,C_MINUS_B,0.008459120107667294,25
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_EX_K200,5,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.0010528518015016617,25
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_EX_K200,5,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.00945242337696352,25
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_EX_K200,5,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-0.007406268306165633,25
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_EX_K200,5,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,0.0009933032692962236,25
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_EX_K200,5,INTERACTION_DID,-0.008399571575461857,25
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_EX_K200,20,A_MINUS_D,0.004803752022733604,25
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_EX_K200,20,C_MINUS_B,0.009897914637029387,25
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_EX_K200,20,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.0036351056218046005,25
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_EX_K200,20,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.011066561037958389,25
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_EX_K200,20,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-0.006262809015224786,25
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_EX_K200,20,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,0.0011686464009290033,25
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_EX_K200,20,INTERACTION_DID,-0.0074314554161537885,25
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,1,A_MINUS_D,-0.0015037835884108086,30
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,1,C_MINUS_B,-0.00118735332479666,30
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,1,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.0016334534403436402,30
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,1,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,-0.004324590353551109,30
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,1,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.0028208067651403,30
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,1,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.0031372370287544487,30
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,1,INTERACTION_DID,0.005958043793894749,30
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,5,A_MINUS_D,0.009715520230528608,30
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,5,C_MINUS_B,0.011871072933608607,30
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,5,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.0244430682604268,30
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,5,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,-0.0028564750962895846,30
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,5,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.012571995326818193,30
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,5,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.014727548029898192,30
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,5,INTERACTION_DID,0.027299543356716385,30
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,20,A_MINUS_D,0.028817747533777246,30
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,20,C_MINUS_B,0.03435426325966591,30
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,20,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.0500586468371224,30
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,20,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.013113363956320758,30
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,20,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.015704383577456488,30
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,20,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.021240899303345155,30
OOS,MAIN_F20_L5_20,MEDIAN,KOSPI_KOSDAQ_ALL,20,INTERACTION_DID,0.036945282880801636,30
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,1,A_MINUS_D,0.0066317191496824725,12
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,1,C_MINUS_B,0.012313851902196471,12
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,1,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.0014808896108691378,12
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,1,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.017464681441009804,12
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,1,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-0.010832962291327334,12
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,1,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,0.005150829538813334,12
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,1,INTERACTION_DID,-0.015983791830140665,12
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,5,A_MINUS_D,0.021211348941623347,11
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,5,C_MINUS_B,0.026016270421825253,11
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,5,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.021059039811153615,11
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,5,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.026168579552294985,11
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,5,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-0.004957230610671638,11
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,5,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,0.00015230913046972942,11
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,5,INTERACTION_DID,-0.00510953974114137,11
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,20,A_MINUS_D,0.047888237676072004,11
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,20,C_MINUS_B,0.012611397600770175,11
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,20,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.04435114855022427,11
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,20,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.016148486726617912,11
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,20,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.031739750949454096,11
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,20,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,0.003537089125847738,11
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,K200,20,INTERACTION_DID,0.028202661823606357,11
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,1,A_MINUS_D,-0.00452717484096778,21
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,1,C_MINUS_B,0.0008799910624723974,21
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,1,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,-0.003815104967746151,21
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,1,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.00016792118925076905,21
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,1,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-0.004695096030218548,21
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,1,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.0007120698732216283,21
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,1,INTERACTION_DID,-0.00398302615699692,21
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,5,A_MINUS_D,0.00515021010009426,20
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,5,C_MINUS_B,0.02428760964978787,20
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,5,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.013223452727151686,20
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,5,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.016214367022730446,20
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,5,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-0.011064156922636185,20
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,5,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.008073242627057426,20
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,5,INTERACTION_DID,-0.00299091429557876,20
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,20,A_MINUS_D,-0.007425215193648269,20
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,20,C_MINUS_B,0.049265067245683074,20
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,20,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.010400282992367674,20
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,20,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.03143956905966713,20
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,20,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-0.0388647842533154,20
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,20,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.01782549818601594,20
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ,20,INTERACTION_DID,-0.02103928606729946,20
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ_PLUS_KOSPI_EX_K200,1,A_MINUS_D,-0.00836961622100903,22
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ_PLUS_KOSPI_EX_K200,1,C_MINUS_B,0.0035170174719809807,22
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ_PLUS_KOSPI_EX_K200,1,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,-0.004708239193715016,22
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ_PLUS_KOSPI_EX_K200,1,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,-0.00014435955531303486,22
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ_PLUS_KOSPI_EX_K200,1,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-0.008225256665695997,22
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ_PLUS_KOSPI_EX_K200,1,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.0036613770272940155,22
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ_PLUS_KOSPI_EX_K200,1,INTERACTION_DID,-0.0045638796384019804,22
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ_PLUS_KOSPI_EX_K200,5,A_MINUS_D,0.0022572604825696263,22
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ_PLUS_KOSPI_EX_K200,5,C_MINUS_B,0.025997922066287805,22
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ_PLUS_KOSPI_EX_K200,5,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.004941337020149327,22
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ_PLUS_KOSPI_EX_K200,5,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.023313845528708105,22
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ_PLUS_KOSPI_EX_K200,5,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-0.021056585046138478,22
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ_PLUS_KOSPI_EX_K200,5,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.0026840765375797013,22
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ_PLUS_KOSPI_EX_K200,5,INTERACTION_DID,-0.018372508508558778,22
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ_PLUS_KOSPI_EX_K200,20,A_MINUS_D,-0.019036208677105423,22
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ_PLUS_KOSPI_EX_K200,20,C_MINUS_B,0.055185314482353774,22
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ_PLUS_KOSPI_EX_K200,20,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,-0.005306031826510507,22
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ_PLUS_KOSPI_EX_K200,20,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.04145513763175886,22
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ_PLUS_KOSPI_EX_K200,20,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-0.06049134630886428,22
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ_PLUS_KOSPI_EX_K200,20,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.013730176850594918,22
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSDAQ_PLUS_KOSPI_EX_K200,20,INTERACTION_DID,-0.046761169458269365,22
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_ALL,1,A_MINUS_D,-0.00577670232223254,17
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_ALL,1,C_MINUS_B,-0.005558495646049459,17
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_ALL,1,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,-0.0024048860751209574,17
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_ALL,1,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,-0.008930311893161041,17
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_ALL,1,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.0031536095709285015,17
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_ALL,1,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.0033718162471115826,17
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_ALL,1,INTERACTION_DID,0.006525425818040084,17
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_ALL,5,A_MINUS_D,0.017537781279483508,16
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_ALL,5,C_MINUS_B,0.01594669428131935,16
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_ALL,5,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.029865655323617,16
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_ALL,5,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.0036188202371858595,16
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_ALL,5,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.013918961042297649,16
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_ALL,5,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.012327874044133491,16
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_ALL,5,INTERACTION_DID,0.02624683508643114,16
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_ALL,20,A_MINUS_D,0.028759823788628916,16
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_ALL,20,C_MINUS_B,0.0021889681591373967,16
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_ALL,20,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.06269845338206291,16
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_ALL,20,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,-0.031749661434296604,16
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_ALL,20,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.06050948522292552,16
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_ALL,20,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.033938629593434,16
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_ALL,20,INTERACTION_DID,0.09444811481635951,16
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_EX_K200,1,A_MINUS_D,-0.0029183207796583902,23
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_EX_K200,1,C_MINUS_B,0.0007828764823176495,23
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_EX_K200,1,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,-0.0005086693578869012,23
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_EX_K200,1,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,-0.0016267749394538397,23
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_EX_K200,1,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-0.0012915458402045507,23
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_EX_K200,1,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,-0.0024096514217714893,23
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_EX_K200,1,INTERACTION_DID,0.0011181055815669386,23
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_EX_K200,5,A_MINUS_D,0.005694829432665005,23
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_EX_K200,5,C_MINUS_B,0.00477209109935964,23
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_EX_K200,5,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.0051013095409209,23
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_EX_K200,5,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.005365610991103745,23
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_EX_K200,5,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,0.0003292184415612598,23
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_EX_K200,5,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,0.0005935198917441043,23
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_EX_K200,5,INTERACTION_DID,-0.00026430145018284477,23
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_EX_K200,20,A_MINUS_D,0.00883109002818008,21
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_EX_K200,20,C_MINUS_B,0.004806594684716725,21
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_EX_K200,20,LIQ_EFFECT_WHEN_FACTOR_HIGH_A_MINUS_B,0.00416342232893958,21
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_EX_K200,20,LIQ_EFFECT_WHEN_FACTOR_LOW_C_MINUS_D,0.009474262383957224,21
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_EX_K200,20,FACTOR_EFFECT_WHEN_LIQ_HIGH_A_MINUS_C,-0.0006431723557771447,21
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_EX_K200,20,FACTOR_EFFECT_WHEN_LIQ_LOW_B_MINUS_D,0.0046676676992405,21
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_EX_K200,20,INTERACTION_DID,-0.005310840055017644,21
OOS,ROBUST_F10_L5_20,EXTREME_TERCILE,KOSPI_KOSDAQ_ALL,1,A_MINUS_D,-0.00025201289124701827,19
